Any,Equipament,Seu,TitolExposicio,Visites,DataInici,DataFi,TipusProduccio,Notes_Equipament,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Titularitat,TipusGeneral,TipusEquipament,Ambit,Latitud,Longitud
2019,"Museu de Ciències Naturals de Barcelona","MCNB Museu (Parc del Fòrum)","Connectem amb...Som Natura",,02/05/2019,30/06/2019,Coproducció,,10,"Sant Martí",70,"el Besòs i el Maresme","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions",Ciència,41.410779883,2.220482541
2019,"Museu de la Música","Museu de la Música","Músiques als dits. Sanses africanes de la Fundació La Fontana",10746,19/09/2019,30/08/2020,Coproducció,,02,Eixample,05,"el Fort Pienc","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.398366625,2.184867722
2019,"Museu de la Música","Museu de la Música","Instal·lació sonora Jürg Frey",6988,22/01/2019,10/03/2019,Pròpia,,02,Eixample,05,"el Fort Pienc","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.398366625,2.184867722
2019,"Museu de la Música","Museu de la Música","Mostra Harmòniques Col·lecció Jordi Òdena",3513,13/11/2019,08/12/2019,Pròpia,,02,Eixample,05,"el Fort Pienc","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.398366625,2.184867722
2019,"Museu de la Música","Museu de la Música","18 Moments estel·lars del simfonisme a Barcelona",579,06/03/2019,30/06/2019,Pròpia,,02,Eixample,05,"el Fort Pienc","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.398366625,2.184867722
2019,"Museu de la Música","Museu de la Música","Mostra Els Pastors Músics Col·lecció Romà Escalas",1444,10/12/2019,02/02/2020,Pròpia,,02,Eixample,05,"el Fort Pienc","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.398366625,2.184867722
2019,"Museu de la Música","Museu de la Música","RRR. Frederic Amat | CaboSanRoque | La Veronal",13470,21/03/2019,06/06/2019,Pròpia,,02,Eixample,05,"el Fort Pienc","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.398366625,2.184867722
2019,"Museu de la Música","Museu de la Música","Les guitarres d'en Quico Pi de la Serra",25005,18/10/2018,06/06/2019,Pròpia,,02,Eixample,05,"el Fort Pienc","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.398366625,2.184867722
2019,"Museu del Disseny de Barcelona","Glòries. Museu del Disseny","Salts per a la ciutat ",2394,10/09/2019,22/09/2019,Altres,,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",Municipal,"Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.402569757,2.188032505
2019,"Museu del Disseny de Barcelona","Glòries. Museu del Disseny","Joaquim Capdevila. Joies 1959-2019",14841,27/09/2019,17/11/2019,Pròpia,,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",Municipal,"Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.402569757,2.188032505
2019,"Museu del Disseny de Barcelona","Glòries. Museu del Disseny","El boom de la publicitat. Reclams de llauna, cartró i rajola. 1890-1950",33088,14/12/2018,31/03/2019,Pròpia,,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",Municipal,"Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.402569757,2.188032505
2019,"Museu del Disseny de Barcelona","Glòries. Museu del Disseny","Victor Papanek. La politica del disseny",21892,30/10/2019,02/02/2020,Coproducció,,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",Municipal,"Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.402569757,2.188032505
2019,"Museu del Disseny de Barcelona","Glòries. Museu del Disseny","El millor disseny de l'any",31011,17/05/2019,01/09/2019,Altres,,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",Municipal,"Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.402569757,2.188032505
2019,"Museu del Disseny de Barcelona","Glòries. Museu del Disseny","La nostra senzilla relació amb la tecnologia",12898,14/02/2019,16/03/2019,Coproducció,,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",Municipal,"Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.402569757,2.188032505
2019,"Museu del Modernisme de Barcelona","Museu del Modernisme de Barcelona"," Cusach. La milicia y el arte",9751,27/06/2019,29/09/2019,Coproducció,,02,Eixample,07,"la Dreta de Eixample",Privada,"Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.388876027,2.163384936
2019,"Museu Egipci de Barcelona","Museu Egipci de Barcelona","Passió per l' Egipte faraònic",,11/07/2018,01/09/2019,Altres,,02,Eixample,07,"la Dreta de Eixample",Privada,"Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.393626242,2.164736478
2019,"Museu Egipci de Barcelona","Museu Egipci de Barcelona","Dones i homes de l' antic Egipte",,22/10/2019,31/12/2019,Altres,,02,Eixample,07,"la Dreta de Eixample",Privada,"Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.393626242,2.164736478
2019,"Museu Egipci de Barcelona","Museu Egipci de Barcelona","Tutankhamon. Història d'un descobriment",,30/11/2012,31/12/2019,Altres,,02,Eixample,07,"la Dreta de Eixample",Privada,"Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.393626242,2.164736478
2019,"Museu Etnològic i de Cultures del Món","MUEC Montcada","De Mar a Mar",,17/10/2019,31/03/2020,Pròpia,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera",Municipal,"Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.3853317,2.1805103
2019,"Museu Etnològic i de Cultures del Món","MUEC Montcada","IFNI. La mili dels Catalans a l'Àfrica",27110,23/01/2018,30/09/2019,Pròpia,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera",Municipal,"Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.3853317,2.1805103
2019,"Museu Etnològic i de Cultures del Món","MUEC Parc Montjuïc","Les cares de Barcelona",10165,22/01/2017,31/12/2020,Pròpia,,03,Sants-Montjuïc,11,"el Poble-sec",Municipal,"Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.369062110,2.155983304
2019,"Museu Etnològic i de Cultures del Món","MUEC Montcada","Els Forns d' Oli de Ginebre",,11/07/2019,31/10/2019,Pròpia,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera",Municipal,"Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.3853317,2.1805103
2019,"Museu Etnològic i de Cultures del Món","MUEC Montcada","EL RETORN DE DOS RODAMONS",,22/03/2019,30/06/2019,Pròpia,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera",Municipal,"Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.3853317,2.1805103
2019,"Museu Etnològic i de Cultures del Món","MUEC Montcada","Llibre de passanties dels fusters",,25/10/2018,10/03/2019,Pròpia,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera",Municipal,"Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.3853317,2.1805103
2019,"Museu Frederic Marès","Museu Frederic Marès","Nova presentació museogràfica de l'estudi-biblioteca de Frederic Marès",21956,25/11/2018,24/11/2019,Pròpia,,01,"Ciutat Vella",02,"el Barri Gòtic",Municipal,"Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.384173998,2.176939205
2019,"Museu Marítim de Barcelona. MMB","MMB Museu Marítim de Barcelona","Drap art 2019",,16/11/2019,19/01/2020,Externa,,01,"Ciutat Vella",01,"el Raval","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.375949813,2.176041471
2019,"Museu Marítim de Barcelona. MMB","MMB Museu Marítim de Barcelona","Arquitectura arran de mar",5557,30/10/2019,12/01/2020,Coproducció,,01,"Ciutat Vella",01,"el Raval","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.375949813,2.176041471
2019,"Museu Marítim de Barcelona. MMB","MMB Museu Marítim de Barcelona","L'art d'estibar",7564,17/07/2019,29/09/2019,Pròpia,,01,"Ciutat Vella",01,"el Raval","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.375949813,2.176041471
2019,"Museu Marítim de Barcelona. MMB","MMB Museu Marítim de Barcelona","Port, territori de frontera",,25/01/2018,19/05/2019,Pròpia,,01,"Ciutat Vella",01,"el Raval","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.375949813,2.176041471
2019,"Museu Marítim de Barcelona. MMB","MMB Museu Marítim de Barcelona","Dones de mar",,07/03/2019,09/07/2019,Pròpia,,01,"Ciutat Vella",01,"el Raval","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.375949813,2.176041471
2019,"Museu Marítim de Barcelona. MMB","MMB Museu Marítim de Barcelona","Antoni Benaiges, el mestre que va prometre el mar",15079,20/07/2018,26/05/2019,Pròpia,,01,"Ciutat Vella",01,"el Raval","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.375949813,2.176041471
2019,"Museu Marítim de Barcelona. MMB","MMB Museu Marítim de Barcelona","JOSEP COTÉ, FOTÒGRAF A BORD",,11/10/2019,30/09/2020,Pròpia,,01,"Ciutat Vella",01,"el Raval","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.375949813,2.176041471
2019,"Museu Marítim de Barcelona. MMB","MMB Museu Marítim de Barcelona","Continents i Onades",,10/10/2018,03/03/2019,Pròpia,,01,"Ciutat Vella",01,"el Raval","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.375949813,2.176041471
2019,"Museu Marítim de Barcelona. MMB","MMB Museu Marítim de Barcelona","Pailebot Santa Eulàlia. Un vaixell centenari",,02/06/2018,13/01/2019,Pròpia,,01,"Ciutat Vella",01,"el Raval","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.375949813,2.176041471
2019,"Museu Marítim de Barcelona. MMB","MMB Museu Marítim de Barcelona","Dibuixant la mar",,15/07/2019,15/09/2019,Pròpia,,01,"Ciutat Vella",01,"el Raval","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.375949813,2.176041471
2019,"Museu Marítim de Barcelona. MMB","MMB Museu Marítim de Barcelona","Gotes d'arxiu",,14/03/2018,31/12/2019,Pròpia,,01,"Ciutat Vella",01,"el Raval","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.375949813,2.176041471
2019,"Museu Marítim de Barcelona. MMB","MMB Museu Marítim de Barcelona","Cants de Sirena",,20/11/2019,30/11/2020,Pròpia,,01,"Ciutat Vella",01,"el Raval","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.375949813,2.176041471
2019,"Museu Marítim de Barcelona. MMB","MMB Museu Marítim de Barcelona","Objectes insòlits",,02/01/2018,31/12/2019,Pròpia,,01,"Ciutat Vella",01,"el Raval","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.375949813,2.176041471
2019,"Museu Marítim de Barcelona. MMB","MMB Museu Marítim de Barcelona",Tráns-ito,,28/11/2018,27/01/2019,Externa,,01,"Ciutat Vella",01,"el Raval","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.375949813,2.176041471
2019,"Museu Nacional d'Art de Catalunya. MNAC","Museu Nacional d'Art de Catalunya. MNAC","El Vibora",25846,21/06/2019,29/09/2019,Coproducció,,03,Sants-Montjuïc,11,"el Poble-sec","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.368853566,2.153363173
2019,"Museu Nacional d'Art de Catalunya. MNAC","Museu Nacional d'Art de Catalunya. MNAC","Osamu Tezuka",15873,31/10/2019,06/01/2020,Coproducció,,03,Sants-Montjuïc,11,"el Poble-sec","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.368853566,2.153363173
2019,"Museu Nacional d'Art de Catalunya. MNAC","Museu Nacional d'Art de Catalunya. MNAC","Bartolomè Bermejo",41081,15/02/2019,19/05/2019,Coproducció,,03,Sants-Montjuïc,11,"el Poble-sec","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.368853566,2.153363173
2019,"Museu Nacional d'Art de Catalunya. MNAC","Museu Nacional d'Art de Catalunya. MNAC","Oriol Maspons",64808,05/07/2019,12/01/2020,Pròpia,,03,Sants-Montjuïc,11,"el Poble-sec","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.368853566,2.153363173
2019,"Museu Nacional d'Art de Catalunya. MNAC","Museu Nacional d'Art de Catalunya. MNAC","Antoni Fabrés",45302,31/05/2019,29/09/2019,Pròpia,,03,Sants-Montjuïc,11,"el Poble-sec","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.368853566,2.153363173
2019,"Museu Nacional d'Art de Catalunya. MNAC","Museu Nacional d'Art de Catalunya. MNAC","Liberxina, Pop i nous comportaments artístics, 1966-1971	",16237,16/11/2018,22/04/2019,Pròpia,,03,Sants-Montjuïc,11,"el Poble-sec","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.368853566,2.153363173
2019,"Museu Olímpic i de l'Esport Joan Antoni Samaranch","Museu Olímpic i de l'Esport Joan Antoni Samaranch","Diàleg entre dues ciutats olímpiques",6387,21/10/2019,15/12/2019,Externa,,03,Sants-Montjuïc,11,"el Poble-sec",Municipal,"Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.366249336,2.157076095
2019,"Museu Olímpic i de l'Esport Joan Antoni Samaranch","Museu Olímpic i de l'Esport Joan Antoni Samaranch",Olímpics,967,17/12/2019,26/04/2020,Pròpia,,03,Sants-Montjuïc,11,"el Poble-sec",Municipal,"Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.366249336,2.157076095
2019,"Museu Olímpic i de l'Esport Joan Antoni Samaranch","Museu Olímpic i de l'Esport Joan Antoni Samaranch","Club Centenari: FC Martinenc",23874,30/04/2019,13/10/2019,Pròpia,,03,Sants-Montjuïc,11,"el Poble-sec",Municipal,"Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.366249336,2.157076095
2019,"Museu Olímpic i de l'Esport Joan Antoni Samaranch","Museu Olímpic i de l'Esport Joan Antoni Samaranch","40 anys d'ajuntaments Democràtics",5368,11/12/2018,04/03/2019,Pròpia,,03,Sants-Montjuïc,11,"el Poble-sec",Municipal,"Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.366249336,2.157076095
2019,"Museu Olímpic i de l'Esport Joan Antoni Samaranch","Museu Olímpic i de l'Esport Joan Antoni Samaranch","Premi Art Sobre Paper",9994,05/03/2019,28/04/2019,Pròpia,,03,Sants-Montjuïc,11,"el Poble-sec",Municipal,"Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.366249336,2.157076095
2019,"Museu Picasso","Museu Picasso","En el nom del pare",183781,07/06/2019,24/09/2019,Externa,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.385152312,2.180834795
2019,"Museu Picasso","Museu Picasso","Picasso poeta",80824,07/11/2019,01/03/2020,Coproducció,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.385152312,2.180834795
2019,"Museu Picasso","Museu Picasso","Pablo Picasso, Paul Eluard. Una amistat sublim",80824,07/11/2019,15/03/2020,Pròpia,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.385152312,2.180834795
2019,"Museu Picasso","Museu Picasso","Sabartés per Picasso per Sabartés",174448,23/11/2018,31/03/2019,Pròpia,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.385152312,2.180834795
2019,"Museu Picasso","Museu Picasso","Pabli Picasso i els editors Gustavo Gili. Treball i amistat.",,23/11/2018,31/03/2019,Pròpia,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.385152312,2.180834795
2019,"Museu Picasso","Museu Picasso","Picasso, la mirada del fotògraf",183781,07/06/2019,24/09/2019,Coproducció,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Consorci o fundació amb presència municipal","Museus i espais d'exposicions","Museus i col·leccions","Arts visuals",41.385152312,2.180834795
2019,"Palau Güell","Palau Güell","Jujol, l' arquitectura del color",,02/07/2019,03/11/2019,Altres,,01,"Ciutat Vella",01,"el Raval","Pública no municipal","Museus i espais d'exposicions","Espais d'interès arquitectònic","Història i memòria",41.3791747,2.1744127
2019,"Palau Güell","Palau Güell","Eusebi Güell i Bacigalupi,patrici de la Renaixença",,10/10/2018,30/04/2019,Pròpia,,01,"Ciutat Vella",01,"el Raval","Pública no municipal","Museus i espais d'exposicions","Espais d'interès arquitectònic","Història i memòria",41.3791747,2.1744127
2019,"Palau Robert","Palau Robert","Maria del Mar Bonet als ulls de Toni Catany",,17/07/2019,17/11/2019,Pròpia,,02,Eixample,07,"la Dreta de Eixample","Pública no municipal","Museus i espais d'exposicions","Centres d'exposicions","Arts visuals",41.396100952,2.159514266
2019,"Palau Robert","Palau Robert","BCN Dol",,12/02/2019,24/04/2019,Pròpia,,02,Eixample,07,"la Dreta de Eixample","Pública no municipal","Museus i espais d'exposicions","Centres d'exposicions","Arts visuals",41.396100952,2.159514266
2019,"Palau Robert","Palau Robert","Ramon Margalef, ecòleg global",,12/12/2019,02/02/2020,Pròpia,,02,Eixample,07,"la Dreta de Eixample","Pública no municipal","Museus i espais d'exposicions","Centres d'exposicions","Arts visuals",41.396100952,2.159514266
2019,"Palau Robert","Palau Robert","Cèl·lules sobre llenç",,07/02/2019,11/02/2019,Pròpia,,02,Eixample,07,"la Dreta de Eixample","Pública no municipal","Museus i espais d'exposicions","Centres d'exposicions","Arts visuals",41.396100952,2.159514266
2019,"Palau Robert","Palau Robert","Corrupció! Revolta ètica ",,17/09/2019,24/11/2019,Pròpia,,02,Eixample,07,"la Dreta de Eixample","Pública no municipal","Museus i espais d'exposicions","Centres d'exposicions","Arts visuals",41.396100952,2.159514266
2019,"Palau Robert","Palau Robert","Universal. La salut a Catalunya",,13/11/2018,11/02/2019,Pròpia,,02,Eixample,07,"la Dreta de Eixample","Pública no municipal","Museus i espais d'exposicions","Centres d'exposicions","Arts visuals",41.396100952,2.159514266
2019,"Palau Robert","Palau Robert","L'empremta familiar. DOCfield Barcelona 2018",,29/10/2018,03/02/2019,Pròpia,,02,Eixample,07,"la Dreta de Eixample","Pública no municipal","Museus i espais d'exposicions","Centres d'exposicions","Arts visuals",41.396100952,2.159514266
2019,"Palau Robert","Palau Robert","Azorín i Catalunya",,11/04/2019,26/05/2019,Pròpia,,02,Eixample,07,"la Dreta de Eixample","Pública no municipal","Museus i espais d'exposicions","Centres d'exposicions","Arts visuals",41.396100952,2.159514266
2019,"Palau Robert","Palau Robert","Mig Europa Cau. Impressions de Josep Pla sobre la Gran Guerra ",,04/02/2019,31/03/2019,Pròpia,,02,Eixample,07,"la Dreta de Eixample","Pública no municipal","Museus i espais d'exposicions","Centres d'exposicions","Arts visuals",41.396100952,2.159514266
2019,"Palau Robert","Palau Robert","Catalunya: 7,5 milions de futurs",,01/03/2019,30/06/2019,Pròpia,,02,Eixample,07,"la Dreta de Eixample","Pública no municipal","Museus i espais d'exposicions","Centres d'exposicions","Arts visuals",41.396100952,2.159514266
2019,"Palau Robert","Palau Robert","Kosmos Panikkar",,11/10/2018,03/02/2019,Pròpia,,02,Eixample,07,"la Dreta de Eixample","Pública no municipal","Museus i espais d'exposicions","Centres d'exposicions","Arts visuals",41.396100952,2.159514266
2019,"Palau Robert","Palau Robert","America Sanchez: clàssic, modern, jazz i tropical",,21/10/2019,23/02/2020,Pròpia,,02,Eixample,07,"la Dreta de Eixample","Pública no municipal","Museus i espais d'exposicions","Centres d'exposicions","Arts visuals",41.396100952,2.159514266
2019,"Palau Robert","Palau Robert","Menys plàstic, més vida!",,21/03/2019,20/04/2019,Pròpia,,02,Eixample,07,"la Dreta de Eixample","Pública no municipal","Museus i espais d'exposicions","Centres d'exposicions","Arts visuals",41.396100952,2.159514266
2019,"Palau Robert","Palau Robert","Carem Ruscalleda. L'essència del gust",,26/03/2019,29/09/2019,Pròpia,,02,Eixample,07,"la Dreta de Eixample","Pública no municipal","Museus i espais d'exposicions","Centres d'exposicions","Arts visuals",41.396100952,2.159514266
2019,"Palau Robert","Palau Robert","Total visites exposicions de l'any",909898,01/01/2015,31/12/2022,Pròpia,,02,Eixample,07,"la Dreta de Eixample","Pública no municipal","Museus i espais d'exposicions","Centres d'exposicions","Arts visuals",41.396100952,2.159514266
2019,"Palau Robert","Palau Robert","Els viatgers del Winnipeg",,05/06/2019,31/08/2019,Pròpia,,02,Eixample,07,"la Dreta de Eixample","Pública no municipal","Museus i espais d'exposicions","Centres d'exposicions","Arts visuals",41.396100952,2.159514266
2019,"Palau Robert","Palau Robert","Viatge a un arxiu ",,04/12/2019,29/12/2019,Pròpia,,02,Eixample,07,"la Dreta de Eixample","Pública no municipal","Museus i espais d'exposicions","Centres d'exposicions","Arts visuals",41.396100952,2.159514266
2019,"Pavelló Mies van der Rohe","Pavelló Mies van der Rohe","What's old, what's new",4313,07/05/2019,10/06/2019,Pròpia,,03,Sants-Montjuïc,11,"el Poble-sec",Municipal,"Museus i espais d'exposicions","Espais d'interès arquitectònic","Història i memòria",41.370666,2.149491
2019,"Pavelló Mies van der Rohe","Pavelló Mies van der Rohe","Intervenció artística 1:100 Past and Present",4787,21/09/2019,13/10/2019,Coproducció,,03,Sants-Montjuïc,11,"el Poble-sec",Municipal,"Museus i espais d'exposicions","Espais d'interès arquitectònic","Història i memòria",41.370666,2.149491
2019,"Pavelló Mies van der Rohe","Pavelló Mies van der Rohe","Intervenció artística ""Geometry of Light"" by Luftwerk & Iker Gil",849,10/02/2019,17/02/2019,Coproducció,,03,Sants-Montjuïc,11,"el Poble-sec",Municipal,"Museus i espais d'exposicions","Espais d'interès arquitectònic","Història i memòria",41.370666,2.149491
2019,"Pavelló Mies van der Rohe","Pavelló Mies van der Rohe","No fear of Glass",2994,20/12/2019,12/01/2020,Pròpia,,03,Sants-Montjuïc,11,"el Poble-sec",Municipal,"Museus i espais d'exposicions","Espais d'interès arquitectònic","Història i memòria",41.370666,2.149491
2019,"Pavelló Mies van der Rohe","Pavelló Mies van der Rohe","Intervenció artística ""Dazwischen"" de Lucrecia Dalt",525,18/07/2019,20/07/2019,Coproducció,,03,Sants-Montjuïc,11,"el Poble-sec",Municipal,"Museus i espais d'exposicions","Espais d'interès arquitectònic","Història i memòria",41.370666,2.149491
2019,"Pavelló Mies van der Rohe","Pavelló Mies van der Rohe","Intervenció artística Kasta Macka (Klara Lidén)",1829,16/11/2019,24/11/2019,Coproducció,,03,Sants-Montjuïc,11,"el Poble-sec",Municipal,"Museus i espais d'exposicions","Espais d'interès arquitectònic","Història i memòria",41.370666,2.149491
2019,"Reial Monestir de Santa Maria de Pedralbes","Reial Monestir de Santa Maria de Pedralbes","Vida? o teatre? Charlotte Salomon. Berlin 1917-Auschwitz 1943",18887,17/10/2018,17/02/2019,Coproducció,,04,"Les Corts",21,Pedralbes,Municipal,"Museus i espais d'exposicions","Museus i col·leccions","Història i memòria",41.395574166,2.112056853
